year,state,prcp,srad,swe,tmax,tmin,vp,corn_yield
1990,Illinois,3.785194175,367.5961166,0,24.70449029,12.42354369,1550.242718,129.2
1990,Indiana,4.137135922,369.9572818,0,23.65716019,11.6401699,1463.786408,130.2
1990,Iowa,3.930825243,357.5650482,0,23.70691748,11.60497573,1489.466019,130.2
1990,Kansas,2.703883495,383.3864079,0,27.5618932,13.7493932,1670.92233,130
1990,Minnesota,3.192961165,347.5533986,0.514563107,21.60194175,8.559466019,1197.669903,123.8
1990,Missouri,3.983009709,377.1300969,0,26.30339806,13.16808252,1630.485437,102.2
1990,Nebraska,2.344660194,383.3941752,0,25.40169903,10.5473301,1318.349515,130
1990,Ohio,4.277912621,365.5922328,0,23.3598301,11.18628641,1410.679612,122.4
1990,South Dakota,1.970873786,372.8543693,0.048543689,24.02791262,8.524271845,1124.466019,79
1991,Illinois,2.939320388,366.3495147,0,26.35315534,13.93021845,1663.543689,107.4
1991,Indiana,2.88592233,367.3631062,0,25.66929612,13.24453883,1595.339806,94.2
1991,Iowa,3.733009709,354.3922327,0.04368932,23.99332524,12.01274272,1531.213592,115
1991,Kansas,2.297330097,383.4990292,0.072815534,28.1723301,14.09162621,1611.84466,123
1991,Minnesota,3.745145631,336.4194172,0.844660194,20.98786408,9.406553398,1288.106796,123.6
1991,Missouri,3.439320388,371.7398059,0,27.4065534,14.41262136,1735.825243,96
1991,Nebraska,2.640776699,376.7456314,0.45631068,25.26456311,10.96723301,1395.436893,125.6
1991,Ohio,2.241504854,373.3786407,0,25.6086165,12.5315534,1506.650485,93.2
1991,South Dakota,2.686893204,364.6601945,0.422330097,23.33252427,9.106796117,1242.76699,74.6
1992,Illinois,2.486650485,378.4776701,0,24.33555825,11.54854369,1375.097087,137.6
1992,Indiana,3.118932039,374.6330101,0,22.97512136,10.79975728,1351.553398,136.6
1992,Iowa,3.325242718,365.3902919,0,22.4690534,9.967839806,1278.446602,137.8
1992,Kansas,3.322815534,382.1669903,0,25.79368932,12.58070388,1465.873786,141
1992,Minnesota,2.665048544,353.0640779,0,19.63228155,7.208737864,1013.592233,120.8
1992,Missouri,3.112864078,381.1961167,0,25.62135922,12.40230583,1511.553398,122.8
1992,Nebraska,2.427184466,384.1242716,0,23.48179612,9.383495146,1156.116505,130.6
1992,Ohio,3.233009709,369.51068,0,22.72633495,10.33495146,1326.796117,132.8
1992,South Dakota,1.936893204,375.7747574,0.058252427,22.13106796,7.270631068,940.2912621,82.6
1993,Illinois,4.872572816,358.201942,0,24.06432039,12.7038835,1586.359223,134.8
1993,Indiana,3.936893204,364.1475725,0,23.57402913,11.84162621,1498.786408,133.8
1993,Iowa,4.870145631,349.6582525,0.014563107,22.05097087,10.98118932,1418.300971,99.4
1993,Kansas,4.084951456,376.2330099,0,25.81128641,12.93507282,1594.757282,132
1993,Minnesota,3.442961165,346.357281,1.936893204,19.16383495,7.71723301,1114.708738,82
1993,Missouri,4.998786408,370.5203882,0,25.4842233,13.33495146,1654.320388,100
1993,Nebraska,3.57038835,369.26602,0,23.06432039,9.983009709,1300.873786,115.2
1993,Ohio,2.70631068,372.8815539,0,23.81917476,11.11104369,1418.543689,115.6
1993,South Dakota,2.666262136,371.0174758,0.466019417,21.18143204,7.401092233,1077.76699,65.4
1994,Illinois,2.807038835,371.7747576,0,25.25728155,12.47815534,1503.252427,146.2
1994,Indiana,2.779126214,373.8718444,0,24.39381068,11.52123786,1437.378641,137.2
1994,Iowa,3.174757282,361.7126215,0.223300971,24.06128641,11.42293689,1351.796117,148.8
1994,Kansas,2.799757282,382.578641,0,27.70873786,13.55157767,1535.291262,142.6
1994,Minnesota,3.209951456,346.6213594,0.936893204,21.31796117,9.216626214,1193.300971,140.2
1994,Missouri,3.552184466,379.0407764,0,26.32099515,13.23300971,1598.009709,116
1994,Nebraska,2.618932039,377.0563108,0.019417476,25.37985437,11.06553398,1261.456311,136.8
1994,Ohio,2.725728155,376.6834953,0.116504854,23.91990291,10.67961165,1359.466019,133
1994,South Dakota,2.163834951,375.4640774,0.203883495,23.51395631,9.111043689,1058.834951,97.4
1995,Illinois,3.737864078,359.9223297,0,24.99878641,12.9375,1608.106796,120.4
1995,Indiana,3.501213592,362.87767,0,24.62742718,12.52912621,1559.514563,121.6
1995,Iowa,3.263349515,353.429126,0,23.07281553,11.30097087,1460.776699,125
1995,Kansas,3.308252427,377.4990292,0,26.0788835,12.64684466,1574.660194,131.8
1995,Minnesota,3.412621359,343.9650482,2.490291262,20.6092233,8.966019417,1219.660194,124.2
1995,Missouri,3.972087379,370.5708743,0,26.08495146,13.37257282,1638.592233,104.6
1995,Nebraska,2.779126214,374.1436899,0.174757282,23.54247573,9.981796117,1330.776699,115.6
1995,Ohio,3.27184466,363.6271845,0,24.18628641,11.66140777,1468.495146,121.8
1995,South Dakota,2.747572816,362.0388347,0.203883495,21.55097087,8.50788835,1203.932039,78.8
1996,Illinois,3.328883495,367.382524,0,24.49271845,12.2506068,1510.194175,132.4
1996,Indiana,4.368932039,364.3766991,0,23.66990291,11.6565534,1455.291262,120.6
1996,Iowa,3.424757282,364.4815534,0.757281553,22.78822816,10.73665049,1348.786408,134.6
1996,Kansas,3.300970874,379.5766989,0,26.79247573,13.36771845,1539.174757,148.4
1996,Minnesota,2.621359223,366.8932041,8.08252427,20.33859223,8.166868932,1097.330097,118.6
1996,Missouri,4.075242718,378.3417472,0,25.70570388,13.11165049,1593.300971,127.6
1996,Nebraska,3.058252427,370.63301,0,23.52548544,10.35436893,1267.961165,140.6
1996,Ohio,3.826456311,361.5961167,0.009708738,23.42779126,11.27851942,1420.38835,110.4
1996,South Dakota,2.213592233,379.3786405,6.966019417,22.18385922,8.1875,1057.621359,90.6
1997,Illinois,2.637135922,371.0951457,0,24.03519417,11.80764563,1475,127.8
1997,Indiana,3.377427184,368.7689321,0,22.81128641,10.79247573,1401.165049,122.2
1997,Iowa,2.888349515,365.6504854,0.150485437,23.28276699,10.58191748,1383.883495,139.6
1997,Kansas,3.061893204,381.8213592,0.131067961,26.42536408,12.91201456,1559.757282,135.6
1997,Minnesota,2.867718447,360.5514559,5.32038835,20.66383495,8.297936893,1081.553398,131
1997,Missouri,2.881067961,380.9320392,0,25.2184466,12.57524272,1567.23301,115
1997,Nebraska,2.558252427,383.681553,1.165048544,24.40412621,10.38956311,1247.281553,132.4
1997,Ohio,3.04368932,371.9766993,0,22.60376214,9.95631068,1318.058252,131.6
1997,South Dakota,2.321601942,375.3242718,5.009708738,22.53033981,8.777305825,1175.291262,98.2
1998,Illinois,3.673543689,359.5456309,0,25.78701456,14.25182039,1715.38835,143
1998,Indiana,3.75,364.8582524,0,25.18507282,13.08070388,1591.116505,137.2
1998,Iowa,3.871359223,355.0058251,0,24.48179612,12.67354369,1554.223301,143.8
1998,Kansas,2.993932039,382.6757282,0,28.47694175,14.57160194,1692.330097,144.2
1998,Minnesota,2.899271845,349.8330099,0,22.61165049,9.80461165,1250.436893,145.8
1998,Missouri,4.373786408,370.0699035,0,27.0461165,14.96177184,1796.747573,116.2
1998,Nebraska,2.237864078,377.0252427,0,25.7342233,11.83131068,1413.592233,143.8
1998,Ohio,3.453883495,365.1262137,0,24.73968447,12.09283981,1490.38835,141.8
1998,South Dakota,2.661407767,367.937864,0,23.68628641,9.819174757,1225.679612,111
1999,Illinois,2.803398058,373.0174757,0,25.4690534,12.6086165,1560.485437,142.4
1999,Indiana,2.427184466,375.2932039,0,25.26881068,11.89381068,1490.728155,129.6
1999,Iowa,3.148058252,363.0601944,0,23.57463592,11.10194175,1436.165049,150
1999,Kansas,3.078883495,381.9184464,0,26.73907767,13.1711165,1619.320388,140.6
1999,Minnesota,3.316747573,343.8757276,0.019417476,21.2190534,9.089805825,1230.242718,146.2
1999,Missouri,2.376213592,390.7456306,0,26.88652913,13.03458738,1582.475728,98.4
1999,Nebraska,2.628640777,376.6058249,0,24.40898058,10.50121359,1375.436893,139.6
1999,Ohio,2.220873786,377.7825241,0.024271845,25.1559466,11.12924757,1374.951456,126.2
1999,South Dakota,2.280339806,370.2446602,0,22.86893204,8.682645631,1176.067961,112.6
2000,Illinois,3.42961165,364.5087381,0,25.31128641,13.09951456,1597.038835,155
2000,Indiana,3.665048544,367.9456312,0,24.28033981,12.10376214,1495.533981,150.8
2000,Iowa,2.841019417,363.1922332,0.587378641,24.53337379,11.60436893,1401.84466,149.6
2000,Kansas,2.468446602,381.1922334,0,28.6401699,14.18932039,1706.407767,132.4
2000,Minnesota,2.685679612,349.460194,0.296116505,21.25424757,8.688106796,1158.786408,151
2000,Missouri,3.563106796,377.3980585,0,26.94296117,13.71723301,1663.252427,142
2000,Nebraska,1.725728155,386.0271846,0,26.38834951,11.29368932,1280,128.4
2000,Ohio,3.207524272,370.0970874,0,23.73968447,11.29368932,1421.019417,147
2000,South Dakota,1.754854369,373.091262,0,24.0940534,9.118932039,1119.029126,107.2
2001,Illinois,3.575242718,364.9009708,0,25.29550971,12.92293689,1575.097087,148.6
2001,Indiana,4.064320388,361.6233016,0,24.37682039,12.2336165,1504.271845,155
2001,Iowa,3.378640777,358.7689323,0.038834951,23.88531553,11.54247573,1460.970874,142.6
2001,Kansas,2.910194175,388.2019422,0,28.30764563,13.75182039,1642.23301,129
2001,Minnesota,2.834951456,349.4485439,2.621359223,21.56007282,9.236043689,1258.834951,129.6
2001,Missouri,3.358009709,379.7825245,0,26.78701456,13.6407767,1664.660194,134.6
2001,Nebraska,2.412621359,379.6815543,0,25.59101942,11.30703883,1417.281553,139.8
2001,Ohio,3.22815534,365.0718445,0,24.08980583,11.44053398,1432.378641,140.4
2001,South Dakota,1.986650485,375.899029,0.645631068,24.10436893,9.533980583,1254.563107,115
2002,Illinois,3.389563107,365.4368932,0,25.46723301,13.24332524,1629.417476,138.2
2002,Indiana,3.474514563,364.1048544,0,25.01031553,12.91322816,1596.116505,119.6
2002,Iowa,3.212378641,361.5223297,0,23.94478155,11.2657767,1441.165049,155.4
2002,Kansas,2.844660194,380.1359221,0,27.39866505,13.73058252,1561.456311,109.2
2002,Minnesota,3.628640777,340.7339805,0.572815534,20.25788835,8.65776699,1218.398058,150
2002,Missouri,4.059466019,371.9533977,0,26.62985437,13.91140777,1695.145631,102.6
2002,Nebraska,1.905339806,380.9087372,0.155339806,25.38470874,11.09223301,1259.320388,122
2002,Ohio,3.194174757,364.5048546,0,24.93628641,12.20024272,1496.601942,102.2
2002,South Dakota,1.628640777,380.3844665,0.330097087,23.17050971,8.63592233,957.2330097,95.4
2003,Illinois,3.084951456,374.4621354,0,24.92900485,12.10497573,1490.679612,162
2003,Indiana,3.970873786,368.1980586,0,23.78337379,11.71541262,1457.135922,146.6
2003,Iowa,2.660194175,369.2737867,0.009708738,24.26699029,10.8756068,1368.009709,156.8
2003,Kansas,2.610436893,386.6330098,0,27.61225728,13.17354369,1550.873786,122
2003,Minnesota,2.559466019,350.0970877,0,21.7809466,8.751820388,1166.941748,147.8
2003,Missouri,3.451456311,379.8912623,0,26.16201456,13.02912621,1582.524272,107.4
2003,Nebraska,2.274271845,382.1514565,0,25.53762136,10.88228155,1348.543689,141.2
2003,Ohio,4.434466019,358.2873791,0,23.22754854,11.3125,1418.980583,150.6
2003,South Dakota,1.527912621,377.8563108,0.004854369,24.25788835,9.182038835,1082.475728,107.2
2004,Illinois,3.402912621,364.7223305,0,24.83737864,12.66626214,1536.262136,175.6
2004,Indiana,3.737864078,364.5747576,0,24.30946602,12.42657767,1507.475728,163.4
2004,Iowa,3.190533981,361.3514565,0,23.38349515,10.95509709,1381.941748,173.8
2004,Kansas,3.212378641,377.8679609,0,26.71783981,13.32160194,1555.873786,147.8
2004,Minnesota,3.368932039,344.0776703,0.946601942,20.15169903,8.003033981,1104.271845,153.8
2004,Missouri,3.466019417,371.619417,0,25.85436893,13.3743932,1606.359223,153
2004,Nebraska,2.34223301,374.7961165,0.019417476,24.72208738,10.74635922,1308.834951,162.8
2004,Ohio,4.281553398,361.211651,0,23.89563107,11.95691748,1470.339806,157.6
2004,South Dakota,2.291262136,368.8543696,0,22.75728155,8.233009709,1023.349515,122.6
2005,Illinois,2.154126214,376.6174759,0,26.40898058,13.41262136,1478.252427,138.8
2005,Indiana,2.941747573,367.5106802,0,25.30521845,12.83252427,1535.631068,149.6
2005,Iowa,2.962378641,364.0815535,0,24.79004854,11.86893204,1494.126214,170.8
2005,Kansas,3.305825243,382.306796,0,27.61225728,13.91080097,1645.776699,130
2005,Minnesota,3.372572816,338.5708743,0.203883495,21.64987864,9.703276699,1272.621359,163.4
2005,Missouri,3,380.7844662,0,27.28762136,13.7663835,1637.718447,105.2
2005,Nebraska,2.402912621,377.6776696,0,25.67354369,11.55097087,1456.019417,157.4
2005,Ohio,2.979368932,364.4271845,0,24.69417476,12.14320388,1496.213592,140.6
2005,South Dakota,2.549757282,367.1262138,0,23.8756068,9.327669903,1218.398058,119.2
2006,Illinois,2.746359223,364.1514565,0,25.14684466,12.91868932,1591.31068,169
2006,Indiana,3.834951456,359.6349517,0,23.96177184,12.11771845,1513.592233,163
2006,Iowa,2.808252427,360.8000004,0,23.87014563,11.57342233,1438.058252,168.8
2006,Kansas,2.537621359,382.2951457,0,28.14745146,13.69902913,1585.242718,122.2
2006,Minnesota,2.322815534,347.7631069,0,21.74878641,9.23118932,1217.621359,163.4
2006,Missouri,3.190533981,377.5999997,0,26.84041262,13.61650485,1648.883495,140
2006,Nebraska,2.298543689,382.4388351,0,25.57281553,11.02669903,1332.718447,156.4
2006,Ohio,4.058252427,355.4407767,0,23.4993932,11.74271845,1468.398058,160.2
2006,South Dakota,1.399271845,383.786408,0,24.02912621,8.971480583,972.815534,102.8
2007,Illinois,2.549757282,370.8815536,0,26.83070388,13.85679612,1650.776699,177.8
2007,Indiana,2.992718447,371.662136,0,26.33980583,12.8598301,1558.68932,157.4
2007,Iowa,4.428398058,358.3922331,0.004854369,24.98665049,12.62682039,1555.145631,177.6
2007,Kansas,3.786407767,375.4135928,0,27.33313107,14.50364078,1754.320388,136.2
2007,Minnesota,2.927184466,349.74369,1.106796117,22.57402913,9.833131068,1272.184466,153.4
2007,Missouri,3.091019417,374.9786409,0,27.87803398,14.78519417,1761.893204,139.4
2007,Nebraska,3.718446602,369.6310677,0.009708738,25.51820388,12.35679612,1526.990291,166.4
2007,Ohio,2.742718447,374.481554,0,25.69114078,12.31978155,1481.990291,148.6
2007,South Dakota,2.13592233,375.5805825,0.669902913,24.61771845,10.21419903,1213.15534,123
2008,Illinois,4.359223301,365.4563105,0.077669903,24.31856796,12.44538835,1536.067961,175.8
2008,Indiana,3.559466019,373.2699032,0.359223301,24.37924757,11.62985437,1452.76699,161.2
2008,Iowa,4.509708738,363.4019418,1.247572816,23.06371359,10.78216019,1380.145631,170.8
2008,Kansas,4.314320388,379.8407766,0,26.10497573,12.88228155,1525,135
2008,Minnesota,2.810679612,354.7611652,1.587378641,20.5006068,8.000606796,1134.902913,165
2008,Missouri,4.575242718,370.7106793,0,25.65351942,13.35376214,1632.378641,142.4
2008,Nebraska,4.383495146,370.9592235,0,23.9684466,10.27669903,1334.757282,161
2008,Ohio,2.80461165,372.4427186,0.291262136,24.13774272,11.36953883,1425.485437,146
2008,South Dakota,2.502427184,372.0543693,0.509708738,22.5788835,8.085558252,1120.679612,132.8
2009,Illinois,4.672330097,357.6194172,0,23.36347087,12.33677184,1516.747573,176.4
2009,Indiana,3.935679612,361.5456308,0,23.12864078,11.77669903,1460.38835,165.8
2009,Iowa,3.833737864,360.1747572,0.106796117,22.08373786,10.29368932,1310.873786,184.8
2009,Kansas,3.64684466,374.7883496,0.126213592,25.21419903,12.4223301,1485.242718,146.4
2009,Minnesota,2.514563107,354.1941748,0.941747573,19.81735437,7.94538835,1076.650485,170
2009,Missouri,5.064320388,363.3009704,0,24.78762136,13.3592233,1618.543689,150.4
2009,Nebraska,2.92961165,368.7456314,0.097087379,22.66504854,9.802184466,1242.038835,174
2009,Ohio,3.078883495,361.2699031,0,23.12864078,11.38592233,1418.349515,166.6
2009,South Dakota,2.366504854,367.9805827,1.373786408,21.22451456,7.885315534,1073.106796,147.8
2010,Illinois,3.89684466,362.1825244,0,26.41383495,13.87196602,1695.485437,166
2010,Indiana,2.973300971,366.7922332,0,26.10194175,13.07038835,1609.271845,164.6
2010,Iowa,4.848300971,355.3747574,0,24.71480583,12.18264563,1512.087379,171.8
2010,Kansas,3.192961165,379.5883497,0,28.17475728,14.33616505,1702.621359,132.8
2010,Minnesota,3.64684466,340.5281557,0.339805825,21.7190534,9.541262136,1225.873786,176.4
2010,Missouri,3.788834951,370.5048545,0,27.77730583,14.79490291,1797.718447,135.4
2010,Nebraska,3.145631068,372.7767,0,25.52912621,11.57160194,1443.203883,172.2
2010,Ohio,3.094660194,365.0097091,0,25.26456311,12.53458738,1550.92233,168.2
2010,South Dakota,2.350728155,367.9766987,0.223300971,23.63410194,9.631674757,1216.553398,142.6
2011,Illinois,3.648058252,363.5922334,0,25.28762136,13.23118932,1639.07767,160.6
2011,Indiana,4.280339806,357.2233007,0,24.67475728,12.6868932,1568.592233,146.2
2011,Iowa,2.91868932,361.1300968,0,23.88288835,11.46359223,1474.320388,171.2
2011,Kansas,1.85315534,393.52233,0,28.8276699,13.71541262,1502.23301,105.4
2011,Minnesota,2.740291262,345.1689322,0.233009709,21.05825243,9.199635922,1252.912621,162.2
2011,Missouri,4.016990291,367.5650481,0,26.95873786,14.28398058,1753.932039,118
2011,Nebraska,3.15776699,375.4563102,0,24.72087379,10.91019417,1384.563107,161.2
2011,Ohio,4.538834951,350.8310678,0,24.21601942,12.77002427,1563.203883,155.4
2011,South Dakota,2.310679612,368.8776698,1.111650485,22.77912621,9.171723301,1232.718447,137
2012,Illinois,2.848300971,374.8854368,0,26.40958738,12.87378641,1513.446602,106
2012,Indiana,2.656553398,375.2932038,0,25.66201456,12.0788835,1411.359223,99.8
2012,Iowa,2.438106796,369.7747576,0,25.42475728,11.38713592,1428.495146,139.4
2012,Kansas,1.762135922,397.3592238,0,29.08677184,13.72269417,1532.427184,92.2
2012,Minnesota,3.080097087,346.4970871,0,21.87924757,8.924757282,1243.495146,162.4
2012,Missouri,2.427184466,388.4000001,0,28.00546117,13.91140777,1532.572816,75
2012,Nebraska,1.20631068,400.9864081,0,27.16990291,10.82524272,1105.92233,143
2012,Ohio,3.015776699,366.598058,0,25.00364078,12.07038835,1478.932039,124
2012,South Dakota,1.387135922,380.9747579,0,25.08434466,9.206917476,1062.961165,96.6
2013,Illinois,3.73907767,367.7592239,0,24.79975728,12.75849515,1568.543689,172
2013,Indiana,3.811893204,365.2660192,0,24.30764563,12.22451456,1521.165049,170.75
2013,Iowa,3.219660194,360.4504856,0.019417476,23.23907767,11.04490291,1410.825243,164.5
2013,Kansas,3.63592233,379.7242714,0,26.59466019,12.97026699,1550.242718,124.25
2013,Minnesota,2.888349515,347.7941751,8.533980583,20.06856796,8.55157767,1212.815534,163.75
2013,Missouri,4.452669903,374.0233008,0,25.6875,13.41322816,1645,131
2013,Nebraska,2.512135922,373.0097081,0.252427184,24.43082524,10.8118932,1390.485437,165.75
2013,Ohio,3.754854369,362.656311,0,24.09526699,12.23300971,1512.524272,173
2013,South Dakota,2.60315534,366.9242724,5.59223301,21.96359223,8.895631068,1206.796117,141.25
2014,Illinois,3.779126214,365.1766988,0.014563107,24.45024272,12.65048544,1551.359223,196.4
2014,Indiana,3.758495146,368.0466023,0.694174757,23.88167476,11.91444175,1479.174757,184.6
2014,Iowa,4.40776699,359.1611644,0.597087379,22.98665049,11.03580097,1390.339806,183.2
2014,Kansas,3.137135922,385.2388356,0,27.4211165,13.41080097,1506.165049,153
2014,Minnesota,3.292475728,347.5223302,4.072815534,20.04004854,8.574635922,1195.242718,165.8
2014,Missouri,3.997572816,374.71068,0,26.09162621,13.79186893,1659.514563,175.2
2014,Nebraska,3.024271845,384.0077674,0,24.85679612,10.49029126,1277.475728,178.6
2014,Ohio,3.061893204,366.0776697,0.029126214,23.82949029,11.6092233,1444.368932,177.4
2014,South Dakota,2.371359223,370.8660193,0.466019417,22.47815534,8.638956311,1133.349515,147.4
2015,Illinois,4.076456311,361.7553397,0,25.26152913,13.51820388,1618.106796,171.6
2015,Indiana,3.692961165,363.1805825,0.048543689,24.56917476,12.64320388,1539.708738,155.2
2015,Iowa,4.035194175,354.8155342,0,23.66990291,11.9059466,1461.699029,185.6
2015,Kansas,3.154126214,372.6291262,0,27.3913835,14.43507282,1686.213592,148.6
2015,Minnesota,3.089805825,347.1067964,0.077669903,21.63713592,9.262135922,1192.961165,185.2
2015,Missouri,3.850728155,365.5572815,0,26.15716019,14.55400485,1752.038835,147.2
2015,Nebraska,3.055825243,370.4854372,0,24.99393204,11.63713592,1416.990291,185.4
2015,Ohio,3.223300971,364.1398063,0.004854369,24.53398058,12.40048544,1517.038835,162.4
2015,South Dakota,2.678398058,365.6660198,0,23.61893204,9.666262136,1187.912621,160.2
2016,Illinois,3.65776699,359.141748,0,26.21055825,14.57706311,1743.058252,200.2
2016,Indiana,3.838592233,358.9980582,0,25.41626214,13.52427184,1639.417476,179.8
2016,Iowa,3.964805825,357.4368936,0,24.50485437,12.58313107,1522.864078,198.6
2016,Kansas,4.172330097,371.3980578,0,27.89927184,14.62196602,1731.893204,146.4
2016,Minnesota,3.641990291,343.8679615,0.393203883,21.45024272,9.882281553,1267.427184,187.4
2016,Missouri,4.877427184,367.6660194,0,27.21966019,15.27184466,1821.990291,164.8
2016,Nebraska,2.915048544,371.6116504,0,25.35194175,11.65533981,1443.883495,182.8
2016,Ohio,3.03276699,360.94369,0,25.58980583,13.10436893,1604.126214,161.6
2016,South Dakota,2.453883495,368.563107,0.053398058,24.13713592,9.58434466,1199.126214,148.6
2017,Illinois,2.83131068,372.7611646,0,25.81614078,13.18325243,1588.009709,193.6
2017,Indiana,3.910194175,365.5106797,0,24.77669903,12.65837379,1536.650485,175.6
2017,Iowa,3.04368932,366.8660197,0,24.21662621,11.58252427,1433.203883,193
2017,Kansas,2.808252427,384.2679614,0,27.41868932,13.56371359,1640.631068,133.6
2017,Minnesota,3.423543689,341.7320387,0.087378641,20.68446602,8.841019417,1172.038835,186.6
2017,Missouri,4.23907767,379.3941751,0,26.79793689,14.00424757,1680.679612,168.6
2017,Nebraska,3.138349515,380.1864072,0,25.09223301,10.89805825,1365.92233,181
2017,Ohio,3.59223301,362.5514567,0,24.72754854,12.55036408,1520.533981,173.4
2017,South Dakota,2.055825243,376.4776698,0,23.44963592,8.574029126,1072.524272,145.4
2018,Illinois,3.347087379,361.9495149,0.009708738,26.01274272,14.02366505,1713.058252,210.6
2018,Indiana,3.638349515,357.3980585,0,25.1565534,13.56492718,1672.330097,191
2018,Iowa,4.523058252,357.2388349,0.169902913,23.98665049,12.0163835,1496.990291,201.2
2018,Kansas,3.694174757,375.4524273,0,27.65109223,14.26031553,1627.038835,129.8
2018,Minnesota,3.485436893,352.594175,11.75728155,20.66444175,9.316747573,1237.087379,187.8
2018,Missouri,3.303398058,368.2990294,0,27.26941748,15.17415049,1833.640777,139.2
2018,Nebraska,3.152912621,369.3203883,0.669902913,24.52305825,11.61771845,1438.15534,195.2
2018,Ohio,3.828883495,353.3436896,0,24.98968447,13.61893204,1672.961165,187.6
2018,South Dakota,2.640776699,372.4388348,3.708737864,22.90533981,9.352548544,1224.174757,168.2
